i,s,t,level,marginal,lower,upper,scale
Poland,info_legal,12,0.0,-0.0,0.0,inf,1.0
Poland,info_legal,13,2.0,-0.0,0.0,inf,1.0
Poland,info_legal,14,3.0,-0.0,0.0,inf,1.0
Poland,info_legal,15,3.0,-0.0,0.0,inf,1.0
Poland,info_legal,16,3.0,-0.0,0.0,inf,1.0
Poland,info_legal,17,3.0,-0.0,0.0,inf,1.0
Poland,info_legal,18,3.0,-0.0,0.0,inf,1.0
Poland,info_legal,19,2.0,-0.0,0.0,inf,1.0
Poland,info_legal,20,2.0,-0.0,0.0,inf,1.0
Poland,info_legal,21,2.0,-0.0,0.0,inf,1.0
Poland,info_legal,22,9.0,-0.0,0.0,inf,1.0
Poland,info_legal,23,3.0,-0.0,0.0,inf,1.0
Poland,info_legal,24,3.0,-0.0,0.0,inf,1.0
Poland,info_legal,25,2.0,-0.0,0.0,inf,1.0
Poland,info_legal,26,2.0,-0.0,0.0,inf,1.0
Poland,info_legal,27,2.0,-0.0,0.0,inf,1.0
Poland,info_legal,28,2.0,-0.0,0.0,inf,1.0
Poland,info_legal,29,2.0,-0.0,0.0,inf,1.0
Poland,info_legal,30,2.0,-0.0,0.0,inf,1.0
Poland,info_legal,31,1.0,-0.0,0.0,inf,1.0
Poland,medical,0,0.0,-0.0,0.0,inf,1.0
Poland,medical,1,0.0,-0.0,0.0,inf,1.0
Poland,medical,2,0.0,-0.0,0.0,inf,1.0
Poland,medical,3,0.0,-0.0,0.0,inf,1.0
Poland,medical,4,0.0,-0.0,0.0,inf,1.0
Poland,medical,5,0.0,-0.0,0.0,inf,1.0
Poland,medical,6,0.0,-0.0,0.0,inf,1.0
Poland,medical,7,0.0,-0.0,0.0,inf,1.0
Poland,medical,8,0.0,-0.0,0.0,inf,1.0
Poland,medical,9,0.0,-0.0,0.0,inf,1.0
Poland,medical,10,0.0,-0.0,0.0,inf,1.0
Poland,medical,11,0.0,-0.0,0.0,inf,1.0
Poland,medical,12,0.0,-0.0,0.0,inf,1.0
Poland,medical,13,1.0,-0.0,0.0,inf,1.0
Poland,medical,14,2.0,-0.0,0.0,inf,1.0
Poland,medical,15,2.0,-0.0,0.0,inf,1.0
Poland,medical,16,2.0,-0.0,0.0,inf,1.0
Poland,medical,17,2.0,-0.0,0.0,inf,1.0
Poland,medical,18,2.0,-0.0,0.0,inf,1.0
Poland,medical,19,1.0,-0.0,0.0,inf,1.0
Poland,medical,20,1.0,-0.0,0.0,inf,1.0
Poland,medical,21,1.0,-0.0,0.0,inf,1.0
Poland,medical,22,1.0,-0.0,0.0,inf,1.0
Poland,medical,23,2.0,-0.0,0.0,inf,1.0
Poland,medical,24,2.0,-0.0,0.0,inf,1.0
Poland,medical,25,2.0,-0.0,0.0,inf,1.0
Poland,medical,26,1.0,-0.0,0.0,inf,1.0
Poland,medical,27,1.0,-0.0,0.0,inf,1.0
Poland,medical,28,1.0,-0.0,0.0,inf,1.0
Poland,medical,29,1.0,-0.0,0.0,inf,1.0
Poland,medical,30,1.0,-0.0,0.0,inf,1.0
Poland,medical,31,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,0,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,1,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,2,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,3,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,4,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,5,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,6,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,7,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,8,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,9,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,10,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,11,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,12,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,13,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,14,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,15,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,16,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,17,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,18,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,19,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,20,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,21,24.0,-0.0,0.0,inf,1.0
Romania,info_legal,22,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,23,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,24,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,25,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,26,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,27,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,28,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,29,1.0,-0.0,0.0,inf,1.0
Romania,info_legal,30,0.0,-0.0,0.0,inf,1.0
Romania,info_legal,31,0.0,-0.0,0.0,inf,1.0
Romania,medical,0,0.0,-0.0,0.0,inf,1.0
Romania,medical,1,0.0,-0.0,0.0,inf,1.0
Romania,medical,2,0.0,-0.0,0.0,inf,1.0
Romania,medical,3,0.0,-0.0,0.0,inf,1.0
Romania,medical,4,166.0,-0.0,0.0,inf,1.0
Romania,medical,5,166.0,-0.0,0.0,inf,1.0
Romania,medical,6,166.0,-0.0,0.0,inf,1.0
Romania,medical,7,166.0,-0.0,0.0,inf,1.0
Romania,medical,8,1.0,-0.0,0.0,inf,1.0
Romania,medical,9,1.0,-0.0,0.0,inf,1.0
Romania,medical,10,1.0,-0.0,0.0,inf,1.0
Romania,medical,11,1.0,-0.0,0.0,inf,1.0
Romania,medical,12,1.0,-0.0,0.0,inf,1.0
Romania,medical,13,191.0,-0.0,0.0,inf,1.0
Romania,medical,14,1.0,-0.0,0.0,inf,1.0
Romania,medical,15,1.0,-0.0,0.0,inf,1.0
Romania,medical,16,1.0,-0.0,0.0,inf,1.0
Romania,medical,17,190.0,-0.0,0.0,inf,1.0
Romania,medical,18,190.0,-0.0,0.0,inf,1.0
Romania,medical,19,1.0,-0.0,0.0,inf,1.0
Romania,medical,20,191.0,-0.0,0.0,inf,1.0
Romania,medical,21,191.0,-0.0,0.0,inf,1.0
Romania,medical,22,191.0,-0.0,0.0,inf,1.0
Romania,medical,23,1.0,-0.0,0.0,inf,1.0
Romania,medical,24,9.0,-0.0,0.0,inf,1.0
Romania,medical,25,9.0,-0.0,0.0,inf,1.0
Romania,medical,26,1.0,-0.0,0.0,inf,1.0
Romania,medical,27,1.0,-0.0,0.0,inf,1.0
Romania,medical,28,1.0,-0.0,0.0,inf,1.0
Romania,medical,29,1.0,-0.0,0.0,inf,1.0
Romania,medical,30,0.0,-0.0,0.0,inf,1.0
Romania,medical,31,0.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,0,0.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,1,0.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,2,0.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,3,0.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,4,0.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,5,0.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,6,0.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,7,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,8,0.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,9,0.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,10,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,11,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,12,2.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,13,2.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,14,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,15,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,16,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,17,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,18,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,19,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,20,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,21,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,22,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,23,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,24,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,25,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,26,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,27,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,28,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,29,1.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,30,0.0,-0.0,0.0,inf,1.0
Slovakia,info_legal,31,0.0,-0.0,0.0,inf,1.0
Slovakia,medical,0,0.0,-0.0,0.0,inf,1.0
Slovakia,medical,1,0.0,-0.0,0.0,inf,1.0
Slovakia,medical,2,0.0,-0.0,0.0,inf,1.0
Slovakia,medical,3,0.0,-0.0,0.0,inf,1.0
Slovakia,medical,4,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,5,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,6,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,7,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,8,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,9,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,10,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,11,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,12,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,13,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,14,2.0,-0.0,0.0,inf,1.0
Slovakia,medical,15,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,16,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,17,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,18,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,19,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,20,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,21,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,22,2.0,-0.0,0.0,inf,1.0
Slovakia,medical,23,2.0,-0.0,0.0,inf,1.0
Slovakia,medical,24,2.0,-0.0,0.0,inf,1.0
Slovakia,medical,25,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,26,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,27,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,28,1.0,-0.0,0.0,inf,1.0
Slovakia,medical,29,7.0,-0.0,0.0,inf,1.0
Slovakia,medical,30,0.0,-0.0,0.0,inf,1.0
Slovakia,medical,31,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,0,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,1,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,2,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,3,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,4,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,5,0.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,6,5.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,7,7.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,8,5.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,9,2.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,10,4.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,11,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,12,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,13,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,14,5.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,15,5.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,16,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,17,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,18,4.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,19,4.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,20,6.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,21,6.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,22,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,23,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,24,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,25,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,26,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,27,4.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,28,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,29,3.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,30,2.0,-0.0,0.0,inf,1.0
Switzerland,info_legal,31,1.0,-0.0,0.0,inf,1.0
Switzerland,medical,0,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,1,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,2,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,3,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,4,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,5,0.0,-0.0,0.0,inf,1.0
Switzerland,medical,6,4.0,-0.0,0.0,inf,1.0
Switzerland,medical,7,3.0,-0.0,0.0,inf,1.0
Switzerland,medical,8,3.0,-0.0,0.0,inf,1.0
Switzerland,medical,9,3.0,-0.0,0.0,inf,1.0
Switzerland,medical,10,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,11,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,12,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,13,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,14,194.0,-0.0,0.0,inf,1.0
Switzerland,medical,15,193.0,-0.0,0.0,inf,1.0
Switzerland,medical,16,193.0,-0.0,0.0,inf,1.0
Switzerland,medical,17,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,18,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,19,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,20,3.0,-0.0,0.0,inf,1.0
Switzerland,medical,21,3.0,-0.0,0.0,inf,1.0
Switzerland,medical,22,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,23,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,24,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,25,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,26,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,27,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,28,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,29,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,30,2.0,-0.0,0.0,inf,1.0
Switzerland,medical,31,3.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,0,100.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,1,5.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,2,6.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,3,7.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,4,9.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,5,8.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,6,9.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,7,7.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,8,9.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,9,10.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,10,9.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,11,9.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,12,12.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,13,10.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,14,11.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,15,9.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,16,9.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,17,11.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,18,11.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,19,11.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,20,11.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,21,16.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,22,10.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,23,10.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,24,11.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,25,11.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,26,11.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,27,11.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,28,14.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,29,29.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,30,11.0,-0.0,0.0,inf,1.0
Ukraine,info_legal,31,85.0,-0.0,0.0,inf,1.0
Ukraine,medical,0,250.0,-0.0,0.0,inf,1.0
Ukraine,medical,1,173.0,-0.0,0.0,inf,1.0
Ukraine,medical,2,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,3,11.0,-0.0,0.0,inf,1.0
Ukraine,medical,4,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,5,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,6,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,7,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,8,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,9,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,10,195.0,-0.0,0.0,inf,1.0
Ukraine,medical,11,196.0,-0.0,0.0,inf,1.0
Ukraine,medical,12,197.0,-0.0,0.0,inf,1.0
Ukraine,medical,13,9.0,-0.0,0.0,inf,1.0
Ukraine,medical,14,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,15,12.0,-0.0,0.0,inf,1.0
Ukraine,medical,16,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,17,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,18,11.0,-0.0,0.0,inf,1.0
Ukraine,medical,19,9.0,-0.0,0.0,inf,1.0
Ukraine,medical,20,13.0,-0.0,0.0,inf,1.0
Ukraine,medical,21,13.0,-0.0,0.0,inf,1.0
Ukraine,medical,22,12.0,-0.0,0.0,inf,1.0
Ukraine,medical,23,11.0,-0.0,0.0,inf,1.0
Ukraine,medical,24,11.0,-0.0,0.0,inf,1.0
Ukraine,medical,25,9.0,-0.0,0.0,inf,1.0
Ukraine,medical,26,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,27,11.0,-0.0,0.0,inf,1.0
Ukraine,medical,28,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,29,11.0,-0.0,0.0,inf,1.0
Ukraine,medical,30,10.0,-0.0,0.0,inf,1.0
Ukraine,medical,31,11.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,0,0.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,1,5.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,2,15.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,3,5.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,4,3.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,5,4.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,6,1.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,7,5.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,8,2.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,9,4.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,10,2.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,11,2.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,12,2.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,13,8.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,14,10.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,15,13.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,16,17.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,17,1.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,18,3.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,19,5.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,20,1.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,21,1.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,22,1.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,23,1.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,24,1.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,25,2.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,26,1.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,27,1.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,28,1.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,29,1.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,30,0.0,-0.0,0.0,inf,1.0
UnitedState,info_legal,31,0.0,-0.0,0.0,inf,1.0
UnitedState,medical,0,0.0,-0.0,0.0,inf,1.0
UnitedState,medical,1,4.0,-0.0,0.0,inf,1.0
UnitedState,medical,2,170.0,-0.0,0.0,inf,1.0
UnitedState,medical,3,167.0,-0.0,0.0,inf,1.0
UnitedState,medical,4,3.0,-0.0,0.0,inf,1.0
UnitedState,medical,5,3.0,-0.0,0.0,inf,1.0
UnitedState,medical,6,2.0,-0.0,0.0,inf,1.0
UnitedState,medical,7,10.0,-0.0,0.0,inf,1.0
UnitedState,medical,8,10.0,-0.0,0.0,inf,1.0
UnitedState,medical,9,10.0,-0.0,0.0,inf,1.0
UnitedState,medical,10,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,11,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,12,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,13,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,14,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,15,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,16,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,17,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,18,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,19,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,20,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,21,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,22,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,23,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,24,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,25,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,26,3.0,-0.0,0.0,inf,1.0
UnitedState,medical,27,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,28,2.0,-0.0,0.0,inf,1.0
UnitedState,medical,29,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,30,1.0,-0.0,0.0,inf,1.0
UnitedState,medical,31,220.0,-0.0,0.0,inf,1.0
