i,j,p,t,level,marginal,lower,upper,scale
Germany,Belgium,housing,7,1817.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,8,667.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,9,664.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,10,1370.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,11,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,12,2102.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,13,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,14,504.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,15,2063.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,16,470.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,17,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,18,346.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,19,384.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,20,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,21,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,22,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,23,461.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,24,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,25,263.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,26,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,27,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,28,71.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,29,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,30,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,housing,31,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,3,1471.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,5,8992.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,6,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,7,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,8,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,9,1329.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,10,1434.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,11,1306.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,12,1251.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,13,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,14,1009.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,15,1941.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,16,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,22,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,23,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,24,969.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,25,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,26,3940.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,27,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,28,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,29,0.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,30,11.0,-0.0,0.0,inf,1.0
Germany,Belgium,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,0,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,1,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,2,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,3,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,4,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,5,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,6,6468.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,7,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,8,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,9,4400.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,10,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,11,7750.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,12,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,13,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,14,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,15,1651.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,16,1002.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,17,1184.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,18,2160.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,19,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,20,2071.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,21,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,22,1298.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,23,1887.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,24,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,25,1176.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,26,948.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,27,1803.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,28,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,29,4.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,30,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,food_clothing,31,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,0,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,1,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,2,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,3,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,4,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,5,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,6,447.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,7,1195.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,8,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,9,1582.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,10,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,11,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,12,1046.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,13,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,14,390.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,15,6322.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,16,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,17,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,18,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,19,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,20,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,21,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,22,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,23,1002.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,24,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,25,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,26,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,27,376.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,28,17.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,29,59.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,30,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,housing,31,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,3,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,5,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,6,1019.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,7,1139.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,8,1128.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,9,2184.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,10,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,11,965.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,12,1219.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,13,1672.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,15,1322.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,16,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,17,591.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,18,5433.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,21,12305.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,22,651.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,23,442.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,24,2308.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,25,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,26,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,27,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,28,151.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,29,2.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,30,0.0,-0.0,0.0,inf,1.0
Germany,Denmark,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,0,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,1,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,2,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,3,8836.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,4,2826.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,5,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,6,3174.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,7,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,8,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,9,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,10,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,11,3386.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,12,3534.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,13,17496.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,14,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,15,2090.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,16,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,17,9489.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,18,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,19,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,20,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,21,1382.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,22,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,23,14592.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,24,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,25,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,26,2419.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,27,1351.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,28,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,29,1011.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,30,0.0,-0.0,0.0,inf,1.0
Germany,France,food_clothing,31,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,0,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,1,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,2,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,3,1943.0,-0.0,0.0,inf,1.0
Germany,France,housing,4,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,5,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,6,10435.0,-0.0,0.0,inf,1.0
Germany,France,housing,7,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,8,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,9,11604.0,-0.0,0.0,inf,1.0
Germany,France,housing,10,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,11,844.0,-0.0,0.0,inf,1.0
Germany,France,housing,12,881.0,-0.0,0.0,inf,1.0
Germany,France,housing,13,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,14,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,15,521.0,-0.0,0.0,inf,1.0
Germany,France,housing,16,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,17,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,18,3062.0,-0.0,0.0,inf,1.0
Germany,France,housing,19,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,20,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,21,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,22,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,23,705.0,-0.0,0.0,inf,1.0
Germany,France,housing,24,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,25,3656.0,-0.0,0.0,inf,1.0
Germany,France,housing,26,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,27,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,28,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,29,164.0,-0.0,0.0,inf,1.0
Germany,France,housing,30,0.0,-0.0,0.0,inf,1.0
Germany,France,housing,31,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,3,5080.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,4,1351.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,5,22558.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,6,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,7,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,8,25795.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,9,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,10,2028.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,11,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,12,2915.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,13,3722.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,15,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,16,53839.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,17,1005.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,22,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,23,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,25,5404.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,26,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,27,0.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,28,487.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,29,334.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,30,23.0,-0.0,0.0,inf,1.0
Germany,France,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,0,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,1,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,2,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,3,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,4,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,5,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,6,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,7,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,8,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,9,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,10,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,11,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,12,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,13,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,14,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,15,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,16,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,17,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,18,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,19,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,20,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,21,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,22,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,23,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,24,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,25,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,26,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,27,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,28,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,29,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,30,0.0,-0.0,0.0,inf,1.0
Germany,Germany,food_clothing,31,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,0,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,1,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,2,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,3,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,4,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,5,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,6,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,7,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,8,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,9,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,10,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,11,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,12,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,13,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,14,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,15,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,16,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,17,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,18,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,19,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,20,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,21,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,22,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,23,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,24,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,25,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,26,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,27,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,28,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,29,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,30,0.0,-0.0,0.0,inf,1.0
Germany,Germany,housing,31,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,0,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,1,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,2,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,3,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,4,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,5,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,6,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,7,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,8,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,9,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,10,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,11,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,12,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,13,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,14,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,15,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,16,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,17,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,18,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,19,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,20,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,21,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,22,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,23,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,24,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,25,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,26,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,27,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,28,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,29,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,30,0.0,-0.0,0.0,inf,1.0
Germany,Germany,nonfood_items_clothing,31,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,0,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,1,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,2,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,3,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,4,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,5,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,6,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,7,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,8,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,9,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,10,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,11,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,12,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,13,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,14,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,15,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,16,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,17,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,18,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,19,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,20,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,21,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,22,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,23,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,24,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,25,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,26,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,27,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,28,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,29,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,30,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,food_clothing,31,0.0,-0.0,0.0,inf,1.0
Germany,Hungry,housing,0,0.0,-0.0,0.0,inf,1.0
